 x1.net9         v(b0)           v(b1)           v(b2)           v(b3)           v(b4)           v(b5)           v(b6)           i(V_i_in)       i(vmeas_i_out_ladder) i(vmeas_dump)   i(vmeas_i_out) 
 5.90172163e-01  0.00000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  4.26439094e-06  2.27164928e-06  2.01375435e-06  2.83836345e-06 
 5.90676401e-01  1.80000000e+00  1.80000000e+00  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  4.26439876e-06  2.25236445e-06  2.03306269e-06  2.82025538e-06 
 5.89504983e-01  0.00000000e+00  0.00000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  4.26437649e-06  2.29692885e-06  1.98843568e-06  2.86209830e-06 
 5.90568369e-01  1.80000000e+00  0.00000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  4.26439458e-06  2.25650654e-06  2.02891333e-06  2.82414483e-06 
 5.89912893e-01  0.00000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  4.26438106e-06  2.28150024e-06  2.00388443e-06  2.84761277e-06 
 5.90077545e-01  1.80000000e+00  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  4.26438286e-06  2.27524446e-06  2.01014785e-06  2.84173912e-06 
 5.87255599e-01  0.00000000e+00  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  4.26432862e-06  2.38022625e-06  1.90497800e-06  2.94028793e-06 
 5.89716291e-01  1.80000000e+00  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  4.26437309e-06  2.28894304e-06  1.99642641e-06  2.85460074e-06 
 5.89051374e-01  0.00000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  4.26435840e-06  2.31395725e-06  1.97137012e-06  2.87808477e-06 
 5.89583995e-01  1.80000000e+00  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  4.26436750e-06  2.29393816e-06  1.99142052e-06  2.85929050e-06 
 5.86809097e-01  0.00000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  4.26431058e-06  2.39640142e-06  1.88875735e-06  2.95546807e-06 
 5.88820095e-01  1.80000000e+00  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  4.26434853e-06  2.32259202e-06  1.96271505e-06  2.88619076e-06 
 5.86581147e-01  0.00000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  4.26430101e-06  2.40461439e-06  1.88052010e-06  2.96317538e-06 
 5.86465781e-01  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  1.80000000e+00  4.26429603e-06  2.40875945e-06  1.87636244e-06  2.96706513e-06 
