 net3            i(V_i_in)       net3            i(VI_out)       net3            v(Vin)         
 2.61895459e-01  1.01992285e-05  2.61895459e-01  4.78167757e-06  2.61895459e-01  2.77264328e-01 
 2.61893501e-01  1.01992282e-05  2.61893501e-01  4.85879488e-06  2.61893501e-01  2.77269828e-01 
 2.61893388e-01  1.01992280e-05  2.61893388e-01  4.86322548e-06  2.61893388e-01  2.77275286e-01 
 2.61889553e-01  1.01992277e-05  2.61889553e-01  5.01312921e-06  2.61889553e-01  2.77281007e-01 
 2.61890392e-01  1.01992275e-05  2.61890392e-01  4.98046493e-06  2.61890392e-01  2.77286463e-01 
 2.61887480e-01  1.01992272e-05  2.61887480e-01  5.09357901e-06  2.61887480e-01  2.77292226e-01 
 2.61886448e-01  1.01992269e-05  2.61886448e-01  5.13344196e-06  2.61886448e-01  2.77297876e-01 
 2.61881569e-01  1.01992267e-05  2.61881569e-01  5.32045469e-06  2.61881569e-01  2.77304115e-01 
 2.61882965e-01  1.01992264e-05  2.61882965e-01  5.26718285e-06  2.61882965e-01  2.77309591e-01 
 2.61880479e-01  1.01992262e-05  2.61880479e-01  5.36193467e-06  2.61880479e-01  2.77315558e-01 
 2.61879938e-01  1.01992258e-05  2.61879938e-01  5.38243739e-06  2.61879938e-01  2.77321297e-01 
 2.61875437e-01  1.01992256e-05  2.61875437e-01  5.55211248e-06  2.61875437e-01  2.77327712e-01 
 2.61875904e-01  1.01992254e-05  2.61875904e-01  5.53459749e-06  2.61875904e-01  2.77333374e-01 
 2.61872359e-01  1.01992251e-05  2.61872359e-01  5.66693306e-06  2.61872359e-01  2.77339753e-01 
 2.61870819e-01  1.01992248e-05  2.61870819e-01  5.72400564e-06  2.61870819e-01  2.77345832e-01 
 2.61865124e-01  1.01992244e-05  2.61865124e-01  5.93299081e-06  2.61865124e-01  2.77353088e-01 
 2.61866977e-01  1.01992242e-05  2.61866977e-01  5.86535412e-06  2.61866977e-01  2.77358595e-01 
 2.61864643e-01  1.01992240e-05  2.61864643e-01  5.95047882e-06  2.61864643e-01  2.77364998e-01 
 2.61864405e-01  1.01992237e-05  2.61864405e-01  5.95913407e-06  2.61864405e-01  2.77370956e-01 
 2.61859920e-01  1.01992233e-05  2.61859920e-01  6.12101256e-06  2.61859920e-01  2.77378005e-01 
 2.61860765e-01  1.01992230e-05  2.61860765e-01  6.09064884e-06  2.61860765e-01  2.77383762e-01 
 2.61857320e-01  1.01992227e-05  2.61857320e-01  6.21389632e-06  2.61857320e-01  2.77390662e-01 
 2.61856023e-01  1.01992224e-05  2.61856023e-01  6.25998476e-06  2.61856023e-01  2.77397037e-01 
 2.61850295e-01  1.01992221e-05  2.61850295e-01  6.46136524e-06  2.61850295e-01  2.77404870e-01 
 2.61851784e-01  1.01992218e-05  2.61851784e-01  6.40935310e-06  2.61851784e-01  2.77410548e-01 
 2.61848797e-01  1.01992215e-05  2.61848797e-01  6.51345684e-06  2.61848797e-01  2.77417584e-01 
 2.61848053e-01  1.01992212e-05  2.61848053e-01  6.53923959e-06  2.61848053e-01  2.77423964e-01 
 2.61842718e-01  1.01992209e-05  2.61842718e-01  6.72253256e-06  2.61842718e-01  2.77431916e-01 
 2.61843136e-01  1.01992206e-05  2.61843136e-01  6.70825778e-06  2.61843136e-01  2.77438006e-01 
 2.61838888e-01  1.01992202e-05  2.61838888e-01  6.85222121e-06  2.61838888e-01  2.77445723e-01 
 2.61836966e-01  1.01992199e-05  2.61836966e-01  6.91674745e-06  2.61836966e-01  2.77452697e-01 
 2.61830008e-01  1.01992195e-05  2.61830008e-01  7.14708118e-06  2.61830008e-01  2.77461146e-01 
 2.61832509e-01  1.01992193e-05  2.61832509e-01  7.06487852e-06  2.61832509e-01  2.77466624e-01 
 2.61830106e-01  1.01992190e-05  2.61830106e-01  7.14385289e-06  2.61830106e-01  2.77473940e-01 
 2.61830153e-01  1.01992187e-05  2.61830153e-01  7.14231430e-06  2.61830153e-01  2.77480327e-01 
 2.61825244e-01  1.01992182e-05  2.61825244e-01  7.30183643e-06  2.61825244e-01  2.77488776e-01 
 2.61826558e-01  1.01992180e-05  2.61826558e-01  7.25940067e-06  2.61826558e-01  2.77494705e-01 
 2.61822868e-01  1.01992176e-05  2.61822868e-01  7.37813815e-06  2.61822868e-01  2.77502759e-01 
 2.61821684e-01  1.01992173e-05  2.61821684e-01  7.41596003e-06  2.61821684e-01  2.77509789e-01 
 2.61815340e-01  1.01992169e-05  2.61815340e-01  7.61599730e-06  2.61815340e-01  2.77519282e-01 
 2.61817405e-01  1.01992166e-05  2.61817405e-01  7.55132728e-06  2.61817405e-01  2.77524965e-01 
 2.61814263e-01  1.01992162e-05  2.61814263e-01  7.64954094e-06  2.61814263e-01  2.77533035e-01 
 2.61813728e-01  1.01992159e-05  2.61813728e-01  7.66614729e-06  2.61813728e-01  2.77539924e-01 
 2.61807861e-01  1.01992155e-05  2.61807861e-01  7.84641002e-06  2.61807861e-01  2.77549446e-01 
 2.61808682e-01  1.01992152e-05  2.61808682e-01  7.82141693e-06  2.61808682e-01  2.77555767e-01 
 2.61804086e-01  1.01992148e-05  2.61804086e-01  7.96050015e-06  2.61804086e-01  2.77564795e-01 
 2.61802192e-01  1.01992144e-05  2.61802192e-01  8.01718232e-06  2.61802192e-01  2.77572534e-01 
 2.61794637e-01  1.01992139e-05  2.61794637e-01  8.23956734e-06  2.61794637e-01  2.77583526e-01 
 2.61797351e-01  1.01992138e-05  2.61797351e-01  8.16037481e-06  2.61797351e-01  2.77589020e-01 
 2.61794364e-01  1.01992133e-05  2.61794364e-01  8.24749247e-06  2.61794364e-01  2.77597495e-01 
 2.61794227e-01  1.01992130e-05  2.61794227e-01  8.25145113e-06  2.61794227e-01  2.77604476e-01 
 2.61788291e-01  1.01992126e-05  2.61788291e-01  8.42178643e-06  2.61788291e-01  2.77614699e-01 
 2.61789636e-01  1.01992123e-05  2.61789636e-01  8.38351316e-06  2.61789636e-01  2.77620938e-01 
 2.61785104e-01  1.01992118e-05  2.61785104e-01  8.51172829e-06  2.61785104e-01  2.77630501e-01 
 2.61783510e-01  1.01992115e-05  2.61783510e-01  8.55634008e-06  2.61783510e-01  2.77638452e-01 
 2.61775793e-01  1.01992109e-05  2.61775793e-01  8.76854333e-06  2.61775793e-01  2.77650135e-01 
 2.61778041e-01  1.01992107e-05  2.61778041e-01  8.70736722e-06  2.61778041e-01  2.77655979e-01 
 2.61774098e-01  1.01992102e-05  2.61774098e-01  8.81434911e-06  2.61774098e-01  2.77665482e-01 
 2.61773255e-01  1.01992099e-05  2.61773255e-01  8.83703274e-06  2.61773255e-01  2.77673175e-01 
 2.61766018e-01  1.01992094e-05  2.61766018e-01  9.02868296e-06  2.61766018e-01  2.77684835e-01 
 2.61766792e-01  1.01992091e-05  2.61766792e-01  9.00844675e-06  2.61766792e-01  2.77691649e-01 
 2.61761038e-01  1.01992085e-05  2.61761038e-01  9.15749963e-06  2.61761038e-01  2.77702533e-01 
 2.61758527e-01  1.01992081e-05  2.61758527e-01  9.22149980e-06  2.61758527e-01  2.77711466e-01 
