 net3            v(b0)           net3            v(b1)           net3            v(b2)           net3            v(b3)           net3            v(b4)           net3            v(b5)           net3            v(b6)           net3            i(v_i_in)       net3            i(vi_out)      
 1.92360036e-01  0.00000000e+00  1.92360036e-01  1.80000000e+00  1.92360036e-01  1.80000000e+00  1.92360036e-01  1.80000000e+00  1.92360036e-01  0.00000000e+00  1.92360036e-01  0.00000000e+00  1.92360036e-01  1.80000000e+00  1.92360036e-01  1.00238141e-05  1.92360036e-01  7.36504737e-06 
 1.92358614e-01  1.80000000e+00  1.92358614e-01  1.80000000e+00  1.92358614e-01  1.80000000e+00  1.92358614e-01  1.80000000e+00  1.92358614e-01  0.00000000e+00  1.92358614e-01  0.00000000e+00  1.92358614e-01  1.80000000e+00  1.92358614e-01  1.00238146e-05  1.92358614e-01  7.44503136e-06 
 1.92360960e-01  0.00000000e+00  1.92360960e-01  0.00000000e+00  1.92360960e-01  0.00000000e+00  1.92360960e-01  0.00000000e+00  1.92360960e-01  1.80000000e+00  1.92360960e-01  0.00000000e+00  1.92360960e-01  1.80000000e+00  1.92360960e-01  1.00238149e-05  1.92360960e-01  7.31305426e-06 
 1.92356485e-01  1.80000000e+00  1.92356485e-01  0.00000000e+00  1.92356485e-01  0.00000000e+00  1.92356485e-01  0.00000000e+00  1.92356485e-01  1.80000000e+00  1.92356485e-01  0.00000000e+00  1.92356485e-01  1.80000000e+00  1.92356485e-01  1.00238152e-05  1.92356485e-01  7.56445455e-06 
 1.92355768e-01  0.00000000e+00  1.92355768e-01  1.80000000e+00  1.92355768e-01  0.00000000e+00  1.92355768e-01  0.00000000e+00  1.92355768e-01  1.80000000e+00  1.92355768e-01  0.00000000e+00  1.92355768e-01  1.80000000e+00  1.92355768e-01  1.00238157e-05  1.92355768e-01  7.60463471e-06 
 1.92353189e-01  1.80000000e+00  1.92353189e-01  1.80000000e+00  1.92353189e-01  0.00000000e+00  1.92353189e-01  0.00000000e+00  1.92353189e-01  1.80000000e+00  1.92353189e-01  0.00000000e+00  1.92353189e-01  1.80000000e+00  1.92353189e-01  1.00238160e-05  1.92353189e-01  7.74880728e-06 
 1.92354327e-01  0.00000000e+00  1.92354327e-01  0.00000000e+00  1.92354327e-01  1.80000000e+00  1.92354327e-01  0.00000000e+00  1.92354327e-01  1.80000000e+00  1.92354327e-01  0.00000000e+00  1.92354327e-01  1.80000000e+00  1.92354327e-01  1.00238164e-05  1.92354327e-01  7.68523059e-06 
 1.92350821e-01  1.80000000e+00  1.92350821e-01  0.00000000e+00  1.92350821e-01  1.80000000e+00  1.92350821e-01  0.00000000e+00  1.92350821e-01  1.80000000e+00  1.92350821e-01  0.00000000e+00  1.92350821e-01  1.80000000e+00  1.92350821e-01  1.00238166e-05  1.92350821e-01  7.88073168e-06 
 1.92351025e-01  0.00000000e+00  1.92351025e-01  1.80000000e+00  1.92351025e-01  1.80000000e+00  1.92351025e-01  0.00000000e+00  1.92351025e-01  1.80000000e+00  1.92351025e-01  0.00000000e+00  1.92351025e-01  1.80000000e+00  1.92351025e-01  1.00238171e-05  1.92351025e-01  7.86941086e-06 
 1.92349379e-01  1.80000000e+00  1.92349379e-01  1.80000000e+00  1.92349379e-01  1.80000000e+00  1.92349379e-01  0.00000000e+00  1.92349379e-01  1.80000000e+00  1.92349379e-01  0.00000000e+00  1.92349379e-01  1.80000000e+00  1.92349379e-01  1.00238175e-05  1.92349379e-01  7.96098648e-06 
 1.92351422e-01  0.00000000e+00  1.92351422e-01  0.00000000e+00  1.92351422e-01  0.00000000e+00  1.92351422e-01  1.80000000e+00  1.92351422e-01  1.80000000e+00  1.92351422e-01  0.00000000e+00  1.92351422e-01  1.80000000e+00  1.92351422e-01  1.00238179e-05  1.92351422e-01  7.84732933e-06 
 1.92347459e-01  1.80000000e+00  1.92347459e-01  0.00000000e+00  1.92347459e-01  0.00000000e+00  1.92347459e-01  1.80000000e+00  1.92347459e-01  1.80000000e+00  1.92347459e-01  0.00000000e+00  1.92347459e-01  1.80000000e+00  1.92347459e-01  1.00238182e-05  1.92347459e-01  8.06752500e-06 
 1.92347199e-01  0.00000000e+00  1.92347199e-01  1.80000000e+00  1.92347199e-01  0.00000000e+00  1.92347199e-01  1.80000000e+00  1.92347199e-01  1.80000000e+00  1.92347199e-01  0.00000000e+00  1.92347199e-01  1.80000000e+00  1.92347199e-01  1.00238187e-05  1.92347199e-01  8.08200113e-06 
 1.92345096e-01  1.80000000e+00  1.92345096e-01  1.80000000e+00  1.92345096e-01  0.00000000e+00  1.92345096e-01  1.80000000e+00  1.92345096e-01  1.80000000e+00  1.92345096e-01  0.00000000e+00  1.92345096e-01  1.80000000e+00  1.92345096e-01  1.00238189e-05  1.92345096e-01  8.19834491e-06 
 1.92346671e-01  0.00000000e+00  1.92346671e-01  0.00000000e+00  1.92346671e-01  1.80000000e+00  1.92346671e-01  1.80000000e+00  1.92346671e-01  1.80000000e+00  1.92346671e-01  0.00000000e+00  1.92346671e-01  1.80000000e+00  1.92346671e-01  1.00238193e-05  1.92346671e-01  8.11119062e-06 
 1.92343645e-01  1.80000000e+00  1.92343645e-01  0.00000000e+00  1.92343645e-01  1.80000000e+00  1.92343645e-01  1.80000000e+00  1.92343645e-01  1.80000000e+00  1.92343645e-01  0.00000000e+00  1.92343645e-01  1.80000000e+00  1.92343645e-01  1.00238195e-05  1.92343645e-01  8.27843038e-06 
 1.92344296e-01  0.00000000e+00  1.92344296e-01  1.80000000e+00  1.92344296e-01  1.80000000e+00  1.92344296e-01  1.80000000e+00  1.92344296e-01  1.80000000e+00  1.92344296e-01  0.00000000e+00  1.92344296e-01  1.80000000e+00  1.92344296e-01  1.00238200e-05  1.92344296e-01  8.24250152e-06 
 1.92343110e-01  1.80000000e+00  1.92343110e-01  1.80000000e+00  1.92343110e-01  1.80000000e+00  1.92343110e-01  1.80000000e+00  1.92343110e-01  1.80000000e+00  1.92343110e-01  0.00000000e+00  1.92343110e-01  1.80000000e+00  1.92343110e-01  1.00238204e-05  1.92343110e-01  8.30795979e-06 
 1.92345664e-01  0.00000000e+00  1.92345664e-01  0.00000000e+00  1.92345664e-01  0.00000000e+00  1.92345664e-01  0.00000000e+00  1.92345664e-01  0.00000000e+00  1.92345664e-01  1.80000000e+00  1.92345664e-01  1.80000000e+00  1.92345664e-01  1.00238207e-05  1.92345664e-01  8.16689493e-06 
 1.92341134e-01  1.80000000e+00  1.92341134e-01  0.00000000e+00  1.92341134e-01  0.00000000e+00  1.92341134e-01  0.00000000e+00  1.92341134e-01  0.00000000e+00  1.92341134e-01  1.80000000e+00  1.92341134e-01  1.80000000e+00  1.92341134e-01  1.00238210e-05  1.92341134e-01  8.41676282e-06 
 1.92340295e-01  0.00000000e+00  1.92340295e-01  1.80000000e+00  1.92340295e-01  0.00000000e+00  1.92340295e-01  0.00000000e+00  1.92340295e-01  0.00000000e+00  1.92340295e-01  1.80000000e+00  1.92340295e-01  1.80000000e+00  1.92340295e-01  1.00238215e-05  1.92340295e-01  8.46293939e-06 
 1.92337627e-01  1.80000000e+00  1.92337627e-01  1.80000000e+00  1.92337627e-01  0.00000000e+00  1.92337627e-01  0.00000000e+00  1.92337627e-01  0.00000000e+00  1.92337627e-01  1.80000000e+00  1.92337627e-01  1.80000000e+00  1.92337627e-01  1.00238216e-05  1.92337627e-01  8.60914844e-06 
 1.92338608e-01  0.00000000e+00  1.92338608e-01  0.00000000e+00  1.92338608e-01  1.80000000e+00  1.92338608e-01  0.00000000e+00  1.92338608e-01  0.00000000e+00  1.92338608e-01  1.80000000e+00  1.92338608e-01  1.80000000e+00  1.92338608e-01  1.00238221e-05  1.92338608e-01  8.55545979e-06 
 1.92335036e-01  1.80000000e+00  1.92335036e-01  0.00000000e+00  1.92335036e-01  1.80000000e+00  1.92335036e-01  0.00000000e+00  1.92335036e-01  0.00000000e+00  1.92335036e-01  1.80000000e+00  1.92335036e-01  1.80000000e+00  1.92335036e-01  1.00238225e-05  1.92335036e-01  8.75080843e-06 
 1.92335100e-01  0.00000000e+00  1.92335100e-01  1.80000000e+00  1.92335100e-01  1.80000000e+00  1.92335100e-01  0.00000000e+00  1.92335100e-01  0.00000000e+00  1.92335100e-01  1.80000000e+00  1.92335100e-01  1.80000000e+00  1.92335100e-01  1.00238228e-05  1.92335100e-01  8.74735553e-06 
 1.92333350e-01  1.80000000e+00  1.92333350e-01  1.80000000e+00  1.92333350e-01  1.80000000e+00  1.92333350e-01  0.00000000e+00  1.92333350e-01  0.00000000e+00  1.92333350e-01  1.80000000e+00  1.92333350e-01  1.80000000e+00  1.92333350e-01  1.00238231e-05  1.92333350e-01  8.84267292e-06 
 1.92335213e-01  0.00000000e+00  1.92335213e-01  0.00000000e+00  1.92335213e-01  0.00000000e+00  1.92335213e-01  1.80000000e+00  1.92335213e-01  0.00000000e+00  1.92335213e-01  1.80000000e+00  1.92335213e-01  1.80000000e+00  1.92335213e-01  1.00238235e-05  1.92335213e-01  8.74115289e-06 
 1.92331197e-01  1.80000000e+00  1.92331197e-01  0.00000000e+00  1.92331197e-01  0.00000000e+00  1.92331197e-01  1.80000000e+00  1.92331197e-01  0.00000000e+00  1.92331197e-01  1.80000000e+00  1.92331197e-01  1.80000000e+00  1.92331197e-01  1.00238237e-05  1.92331197e-01  8.95968433e-06 
 1.92330805e-01  0.00000000e+00  1.92330805e-01  1.80000000e+00  1.92330805e-01  0.00000000e+00  1.92330805e-01  1.80000000e+00  1.92330805e-01  0.00000000e+00  1.92330805e-01  1.80000000e+00  1.92330805e-01  1.80000000e+00  1.92330805e-01  1.00238240e-05  1.92330805e-01  8.98095520e-06 
 1.92328613e-01  1.80000000e+00  1.92328613e-01  1.80000000e+00  1.92328613e-01  0.00000000e+00  1.92328613e-01  1.80000000e+00  1.92328613e-01  0.00000000e+00  1.92328613e-01  1.80000000e+00  1.92328613e-01  1.80000000e+00  1.92328613e-01  1.00238245e-05  1.92328613e-01  9.09971163e-06 
 1.92330016e-01  0.00000000e+00  1.92330016e-01  0.00000000e+00  1.92330016e-01  1.80000000e+00  1.92330016e-01  1.80000000e+00  1.92330016e-01  0.00000000e+00  1.92330016e-01  1.80000000e+00  1.92330016e-01  1.80000000e+00  1.92330016e-01  1.00238248e-05  1.92330016e-01  9.02375756e-06 
 1.92326922e-01  1.80000000e+00  1.92326922e-01  0.00000000e+00  1.92326922e-01  1.80000000e+00  1.92326922e-01  1.80000000e+00  1.92326922e-01  0.00000000e+00  1.92326922e-01  1.80000000e+00  1.92326922e-01  1.80000000e+00  1.92326922e-01  1.00238250e-05  1.92326922e-01  9.19104546e-06 
 1.92327421e-01  0.00000000e+00  1.92327421e-01  1.80000000e+00  1.92327421e-01  1.80000000e+00  1.92327421e-01  1.80000000e+00  1.92327421e-01  0.00000000e+00  1.92327421e-01  1.80000000e+00  1.92327421e-01  1.80000000e+00  1.92327421e-01  1.00238254e-05  1.92327421e-01  9.16412402e-06 
 1.92326125e-01  1.80000000e+00  1.92326125e-01  1.80000000e+00  1.92326125e-01  1.80000000e+00  1.92326125e-01  1.80000000e+00  1.92326125e-01  0.00000000e+00  1.92326125e-01  1.80000000e+00  1.92326125e-01  1.80000000e+00  1.92326125e-01  1.00238258e-05  1.92326125e-01  9.23403438e-06 
 1.92328445e-01  0.00000000e+00  1.92328445e-01  0.00000000e+00  1.92328445e-01  0.00000000e+00  1.92328445e-01  0.00000000e+00  1.92328445e-01  1.80000000e+00  1.92328445e-01  1.80000000e+00  1.92328445e-01  1.80000000e+00  1.92328445e-01  1.00238263e-05  1.92328445e-01  9.10880917e-06 
 1.92324222e-01  1.80000000e+00  1.92324222e-01  0.00000000e+00  1.92324222e-01  0.00000000e+00  1.92324222e-01  0.00000000e+00  1.92324222e-01  1.80000000e+00  1.92324222e-01  1.80000000e+00  1.92324222e-01  1.80000000e+00  1.92324222e-01  1.00238264e-05  1.92324222e-01  9.33639787e-06 
 1.92323602e-01  0.00000000e+00  1.92323602e-01  1.80000000e+00  1.92323602e-01  0.00000000e+00  1.92323602e-01  0.00000000e+00  1.92323602e-01  1.80000000e+00  1.92323602e-01  1.80000000e+00  1.92323602e-01  1.80000000e+00  1.92323602e-01  1.00238269e-05  1.92323602e-01  9.36978272e-06 
 1.92321195e-01  1.80000000e+00  1.92321195e-01  1.80000000e+00  1.92321195e-01  0.00000000e+00  1.92321195e-01  0.00000000e+00  1.92321195e-01  1.80000000e+00  1.92321195e-01  1.80000000e+00  1.92321195e-01  1.80000000e+00  1.92321195e-01  1.00238272e-05  1.92321195e-01  9.49880672e-06 
 1.92322353e-01  0.00000000e+00  1.92322353e-01  0.00000000e+00  1.92322353e-01  1.80000000e+00  1.92322353e-01  0.00000000e+00  1.92322353e-01  1.80000000e+00  1.92322353e-01  1.80000000e+00  1.92322353e-01  1.80000000e+00  1.92322353e-01  1.00238276e-05  1.92322353e-01  9.43679932e-06 
 1.92319055e-01  1.80000000e+00  1.92319055e-01  0.00000000e+00  1.92319055e-01  1.80000000e+00  1.92319055e-01  0.00000000e+00  1.92319055e-01  1.80000000e+00  1.92319055e-01  1.80000000e+00  1.92319055e-01  1.80000000e+00  1.92319055e-01  1.00238277e-05  1.92319055e-01  9.61310321e-06 
 1.92319316e-01  0.00000000e+00  1.92319316e-01  1.80000000e+00  1.92319316e-01  1.80000000e+00  1.92319316e-01  0.00000000e+00  1.92319316e-01  1.80000000e+00  1.92319316e-01  1.80000000e+00  1.92319316e-01  1.80000000e+00  1.92319316e-01  1.00238280e-05  1.92319316e-01  9.59918298e-06 
 1.92317802e-01  1.80000000e+00  1.92317802e-01  1.80000000e+00  1.92317802e-01  1.80000000e+00  1.92317802e-01  0.00000000e+00  1.92317802e-01  1.80000000e+00  1.92317802e-01  1.80000000e+00  1.92317802e-01  1.80000000e+00  1.92317802e-01  1.00238285e-05  1.92317802e-01  9.67993681e-06 
 1.92319830e-01  0.00000000e+00  1.92319830e-01  0.00000000e+00  1.92319830e-01  0.00000000e+00  1.92319830e-01  1.80000000e+00  1.92319830e-01  1.80000000e+00  1.92319830e-01  1.80000000e+00  1.92319830e-01  1.80000000e+00  1.92319830e-01  1.00238289e-05  1.92319830e-01  9.57178641e-06 
 1.92316090e-01  1.80000000e+00  1.92316090e-01  0.00000000e+00  1.92316090e-01  0.00000000e+00  1.92316090e-01  1.80000000e+00  1.92316090e-01  1.80000000e+00  1.92316090e-01  1.80000000e+00  1.92316090e-01  1.80000000e+00  1.92316090e-01  1.00238293e-05  1.92316090e-01  9.77101215e-06 
 1.92315903e-01  0.00000000e+00  1.92315903e-01  1.80000000e+00  1.92315903e-01  0.00000000e+00  1.92315903e-01  1.80000000e+00  1.92315903e-01  1.80000000e+00  1.92315903e-01  1.80000000e+00  1.92315903e-01  1.80000000e+00  1.92315903e-01  1.00238293e-05  1.92315903e-01  9.78085300e-06 
 1.92313948e-01  1.80000000e+00  1.92313948e-01  1.80000000e+00  1.92313948e-01  0.00000000e+00  1.92313948e-01  1.80000000e+00  1.92313948e-01  1.80000000e+00  1.92313948e-01  1.80000000e+00  1.92313948e-01  1.80000000e+00  1.92313948e-01  1.00238296e-05  1.92313948e-01  9.88450621e-06 
 1.92315529e-01  0.00000000e+00  1.92315529e-01  0.00000000e+00  1.92315529e-01  1.80000000e+00  1.92315529e-01  1.80000000e+00  1.92315529e-01  1.80000000e+00  1.92315529e-01  1.80000000e+00  1.92315529e-01  1.80000000e+00  1.92315529e-01  1.00238302e-05  1.92315529e-01  9.80073950e-06 
 1.92312684e-01  1.80000000e+00  1.92312684e-01  0.00000000e+00  1.92312684e-01  1.80000000e+00  1.92312684e-01  1.80000000e+00  1.92312684e-01  1.80000000e+00  1.92312684e-01  1.80000000e+00  1.92312684e-01  1.80000000e+00  1.92312684e-01  1.00238303e-05  1.92312684e-01  9.95134695e-06 
 1.92313377e-01  0.00000000e+00  1.92313377e-01  1.80000000e+00  1.92313377e-01  1.80000000e+00  1.92313377e-01  1.80000000e+00  1.92313377e-01  1.80000000e+00  1.92313377e-01  1.80000000e+00  1.92313377e-01  1.80000000e+00  1.92313377e-01  1.00238307e-05  1.92313377e-01  9.91476399e-06 
 1.92312301e-01  1.80000000e+00  1.92312301e-01  1.80000000e+00  1.92312301e-01  1.80000000e+00  1.92312301e-01  1.80000000e+00  1.92312301e-01  1.80000000e+00  1.92312301e-01  1.80000000e+00  1.92312301e-01  1.80000000e+00  1.92312301e-01  1.00238311e-05  1.92312301e-01  9.97162382e-06 
