 net3            i(V_i_in)       net3            i(VI_out)       net3            v(Vin)         
 2.62265912e-01  1.04640402e-05  2.62265912e-01  3.41235386e-06  2.62265912e-01  2.77443635e-01 
 2.62266587e-01  1.04640406e-05  2.62266587e-01  3.38268196e-06  2.62266587e-01  2.77436525e-01 
 2.62261546e-01  1.04640410e-05  2.62261546e-01  3.60321854e-06  2.62261546e-01  2.77427206e-01 
 2.62261068e-01  1.04640414e-05  2.62261068e-01  3.62398996e-06  2.62261068e-01  2.77419718e-01 
 2.62258309e-01  1.04640417e-05  2.62258309e-01  3.74357640e-06  2.62258309e-01  2.77411441e-01 
 2.62260109e-01  1.04640420e-05  2.62260109e-01  3.66562150e-06  2.62260109e-01  2.77404889e-01 
 2.62254489e-01  1.04640425e-05  2.62254489e-01  3.90792182e-06  2.62254489e-01  2.77395796e-01 
 2.62253418e-01  1.04640428e-05  2.62253418e-01  3.95373501e-06  2.62253418e-01  2.77388273e-01 
 2.62250079e-01  1.04640431e-05  2.62250079e-01  4.09587784e-06  2.62250079e-01  2.77380112e-01 
 2.62251250e-01  1.04640435e-05  2.62251250e-01  4.04614307e-06  2.62251250e-01  2.77373323e-01 
 2.62246770e-01  1.04640438e-05  2.62246770e-01  4.23572294e-06  2.62246770e-01  2.77364989e-01 
 2.62246803e-01  1.04640443e-05  2.62246803e-01  4.23436472e-06  2.62246803e-01  2.77357933e-01 
 2.62244573e-01  1.04640446e-05  2.62244573e-01  4.32801863e-06  2.62244573e-01  2.77350334e-01 
 2.62246891e-01  1.04640450e-05  2.62246891e-01  4.23066726e-06  2.62246891e-01  2.77343991e-01 
 2.62240965e-01  1.04640452e-05  2.62240965e-01  4.47847995e-06  2.62240965e-01  2.77335698e-01 
 2.62239568e-01  1.04640457e-05  2.62239568e-01  4.53646950e-06  2.62239568e-01  2.77328460e-01 
 2.62235916e-01  1.04640459e-05  2.62235916e-01  4.68694243e-06  2.62235916e-01  2.77320844e-01 
 2.62236740e-01  1.04640462e-05  2.62236740e-01  4.65311627e-06  2.62236740e-01  2.77314109e-01 
 2.62231960e-01  1.04640467e-05  2.62231960e-01  4.84856807e-06  2.62231960e-01  2.77306458e-01 
 2.62231653e-01  1.04640469e-05  2.62231653e-01  4.86104661e-06  2.62231653e-01  2.77299592e-01 
 2.62229104e-01  1.04640473e-05  2.62229104e-01  4.96424987e-06  2.62229104e-01  2.77292440e-01 
 2.62231035e-01  1.04640475e-05  2.62231035e-01  4.88609788e-06  2.62231035e-01  2.77285983e-01 
 2.62225668e-01  1.04640479e-05  2.62225668e-01  5.10235381e-06  2.62225668e-01  2.77278627e-01 
 2.62224775e-01  1.04640482e-05  2.62224775e-01  5.13802438e-06  2.62224775e-01  2.77271827e-01 
 2.62221646e-01  1.04640486e-05  2.62221646e-01  5.26248717e-06  2.62221646e-01  2.77264873e-01 
 2.62222965e-01  1.04640489e-05  2.62222965e-01  5.21015858e-06  2.62222965e-01  2.77258304e-01 
 2.62218703e-01  1.04640492e-05  2.62218703e-01  5.37863964e-06  2.62218703e-01  2.77251403e-01 
 2.62218898e-01  1.04640495e-05  2.62218898e-01  5.37096447e-06  2.62218898e-01  2.77244801e-01 
 2.62216855e-01  1.04640498e-05  2.62216855e-01  5.45110828e-06  2.62216855e-01  2.77238133e-01 
 2.62219543e-01  1.04640505e-05  2.62219543e-01  5.34557643e-06  2.62219543e-01  2.77222510e-01 
 2.62213212e-01  1.04640509e-05  2.62213212e-01  5.59303142e-06  2.62213212e-01  2.77215909e-01 
 2.62211365e-01  1.04640511e-05  2.62211365e-01  5.66442485e-06  2.62211365e-01  2.77209414e-01 
 2.62207292e-01  1.04640514e-05  2.62207292e-01  5.82069768e-06  2.62207292e-01  2.77203013e-01 
 2.62207637e-01  1.04640518e-05  2.62207637e-01  5.80750306e-06  2.62207637e-01  2.77196599e-01 
 2.62202451e-01  1.04640520e-05  2.62202451e-01  6.00419331e-06  2.62202451e-01  2.77190393e-01 
 2.62201679e-01  1.04640523e-05  2.62201679e-01  6.03322903e-06  2.62201679e-01  2.77184086e-01 
 2.62198696e-01  1.04640526e-05  2.62198696e-01  6.14485536e-06  2.62198696e-01  2.77177943e-01 
 2.62200124e-01  1.04640529e-05  2.62200124e-01  6.09151879e-06  2.62200124e-01  2.77171644e-01 
 2.62194369e-01  1.04640532e-05  2.62194369e-01  6.30515119e-06  2.62194369e-01  2.77165850e-01 
 2.62193014e-01  1.04640535e-05  2.62193014e-01  6.35493449e-06  2.62193014e-01  2.77159759e-01 
 2.62189462e-01  1.04640537e-05  2.62189462e-01  6.48455971e-06  2.62189462e-01  2.77153943e-01 
 2.62190270e-01  1.04640541e-05  2.62190270e-01  6.45521523e-06  2.62190270e-01  2.77147705e-01 
 2.62185608e-01  1.04640542e-05  2.62185608e-01  6.62373409e-06  2.62185608e-01  2.77142157e-01 
 2.62185311e-01  1.04640545e-05  2.62185311e-01  6.63439723e-06  2.62185311e-01  2.77136105e-01 
 2.62182821e-01  1.04640548e-05  2.62182821e-01  6.72337707e-06  2.62182821e-01  2.77130400e-01 
 2.62184733e-01  1.04640551e-05  2.62184733e-01  6.65511068e-06  2.62184733e-01  2.77124188e-01 
 2.62178665e-01  1.04640554e-05  2.62178665e-01  6.87052393e-06  2.62178665e-01  2.77119206e-01 
 2.62176973e-01  1.04640556e-05  2.62176973e-01  6.92988927e-06  2.62176973e-01  2.77113536e-01 
 2.62173099e-01  1.04640559e-05  2.62173099e-01  7.06469255e-06  2.62173099e-01  2.77108337e-01 
 2.62173549e-01  1.04640561e-05  2.62173549e-01  7.04911052e-06  2.62173549e-01  2.77102352e-01 
 2.62168576e-01  1.04640563e-05  2.62168576e-01  7.22007815e-06  2.62168576e-01  2.77097524e-01 
 2.62167929e-01  1.04640566e-05  2.62167929e-01  7.24212833e-06  2.62167929e-01  2.77091828e-01 
 2.62165111e-01  1.04640569e-05  2.62165111e-01  7.33770324e-06  2.62165111e-01  2.77086669e-01 
 2.62166623e-01  1.04640572e-05  2.62166623e-01  7.28653720e-06  2.62166623e-01  2.77080590e-01 
 2.62161072e-01  1.04640573e-05  2.62161072e-01  7.47318294e-06  2.62161072e-01  2.77076236e-01 
 2.62159846e-01  1.04640576e-05  2.62159846e-01  7.51393614e-06  2.62159846e-01  2.77070833e-01 
 2.62156454e-01  1.04640579e-05  2.62156454e-01  7.62595572e-06  2.62156454e-01  2.77066069e-01 
 2.62157358e-01  1.04640581e-05  2.62157358e-01  7.59623388e-06  2.62157358e-01  2.77060145e-01 
 2.62152864e-01  1.04640583e-05  2.62152864e-01  7.74318817e-06  2.62152864e-01  2.77055824e-01 
 2.62152677e-01  1.04640586e-05  2.62152677e-01  7.74924598e-06  2.62152677e-01  2.77050263e-01 
 2.62150323e-01  1.04640588e-05  2.62150323e-01  7.82534267e-06  2.62150323e-01  2.77045409e-01 
 2.62152340e-01  1.04640589e-05  2.62152340e-01  7.76016191e-06  2.62152340e-01  2.77041655e-01 
 2.62146032e-01  1.04640591e-05  2.62146032e-01  7.96250841e-06  2.62146032e-01  2.77038242e-01 
 2.62144056e-01  1.04640593e-05  2.62144056e-01  8.02504622e-06  2.62144056e-01  2.77033420e-01 
 2.62139919e-01  1.04640596e-05  2.62139919e-01  8.15460494e-06  2.62139919e-01  2.77029425e-01 
 2.62140055e-01  1.04640598e-05  2.62140055e-01  8.15037188e-06  2.62140055e-01  2.77023959e-01 
 2.62134828e-01  1.04640599e-05  2.62134828e-01  8.31153179e-06  2.62134828e-01  2.77020509e-01 
 2.62133876e-01  1.04640602e-05  2.62133876e-01  8.34057070e-06  2.62133876e-01  2.77015511e-01 
 2.62130776e-01  1.04640603e-05  2.62130776e-01  8.43450444e-06  2.62130776e-01  2.77011391e-01 
 2.62131952e-01  1.04640607e-05  2.62131952e-01  8.39900281e-06  2.62131952e-01  2.77005698e-01 
 2.62126150e-01  1.04640608e-05  2.62126150e-01  8.57277880e-06  2.62126150e-01  2.77002803e-01 
 2.62124617e-01  1.04640610e-05  2.62124617e-01  8.61809752e-06  2.62124617e-01  2.76998208e-01 
 2.62120943e-01  1.04640611e-05  2.62120943e-01  8.72569335e-06  2.62120943e-01  2.76994575e-01 
 2.62121502e-01  1.04640614e-05  2.62121502e-01  8.70942001e-06  2.62121502e-01  2.76989166e-01 
 2.62116738e-01  1.04640615e-05  2.62116738e-01  8.84711486e-06  2.62116738e-01  2.76986141e-01 
 2.62116218e-01  1.04640617e-05  2.62116218e-01  8.86201537e-06  2.62116218e-01  2.76981259e-01 
 2.62113558e-01  1.04640620e-05  2.62113558e-01  8.93770845e-06  2.62113558e-01  2.76977400e-01 
 2.62115183e-01  1.04640622e-05  2.62115183e-01  8.89154167e-06  2.62115183e-01  2.76971686e-01 
 2.62109025e-01  1.04640623e-05  2.62109025e-01  9.06501171e-06  2.62109025e-01  2.76969628e-01 
 2.62107129e-01  1.04640626e-05  2.62107129e-01  9.11763751e-06  2.62107129e-01  2.76965559e-01 
 2.62103096e-01  1.04640626e-05  2.62103096e-01  9.22823876e-06  2.62103096e-01  2.76962609e-01 
 2.62103278e-01  1.04640629e-05  2.62103278e-01  9.22330724e-06  2.62103278e-01  2.76957600e-01 
 2.62098161e-01  1.04640630e-05  2.62098161e-01  9.36133882e-06  2.62098161e-01  2.76955339e-01 
 2.62097263e-01  1.04640632e-05  2.62097263e-01  9.38525398e-06  2.62097263e-01  2.76950940e-01 
 2.62094238e-01  1.04640633e-05  2.62094238e-01  9.46529247e-06  2.62094238e-01  2.76947712e-01 
 2.62095442e-01  1.04640636e-05  2.62095442e-01  9.43355621e-06  2.62095442e-01  2.76942321e-01 
 2.62089731e-01  1.04640637e-05  2.62089731e-01  9.58274618e-06  2.62089731e-01  2.76940681e-01 
 2.62088248e-01  1.04640638e-05  2.62088248e-01  9.62093540e-06  2.62088248e-01  2.76936756e-01 
 2.62084636e-01  1.04640639e-05  2.62084636e-01  9.71297299e-06  2.62084636e-01  2.76934084e-01 
 2.62085225e-01  1.04640643e-05  2.62085225e-01  9.69808125e-06  2.62085225e-01  2.76929062e-01 
 2.62080520e-01  1.04640643e-05  2.62080520e-01  9.81623823e-06  2.62080520e-01  2.76927141e-01 
 2.62080032e-01  1.04640645e-05  2.62080032e-01  9.82835751e-06  2.62080032e-01  2.76922787e-01 
 2.62077411e-01  1.04640646e-05  2.62077411e-01  9.89304205e-06  2.62077411e-01  2.76919744e-01 
