 net3            i(V_i_in)       net3            i(VI_out)       net3            v(Vin)         
 2.65858280e-01  1.11322351e-05  2.65858280e-01  6.69253685e-06  2.65858280e-01  2.83019342e-01 
 2.65859837e-01  1.11322345e-05  2.65859837e-01  6.63506233e-06  2.65859837e-01  2.83026948e-01 
 2.65855839e-01  1.11322341e-05  2.65855839e-01  6.78207217e-06  2.65855839e-01  2.83036079e-01 
 2.65854622e-01  1.11322337e-05  2.65854622e-01  6.82647197e-06  2.65854622e-01  2.83044495e-01 
 2.65847643e-01  1.11322332e-05  2.65847643e-01  7.07814693e-06  2.65847643e-01  2.83054637e-01 
 2.65850027e-01  1.11322329e-05  2.65850027e-01  6.99276309e-06  2.65850027e-01  2.83062086e-01 
 2.65846634e-01  1.11322324e-05  2.65846634e-01  7.11409884e-06  2.65846634e-01  2.83071329e-01 
 2.65846134e-01  1.11322319e-05  2.65846134e-01  7.13184127e-06  2.65846134e-01  2.83079694e-01 
 2.65839745e-01  1.11322314e-05  2.65839745e-01  7.35668533e-06  2.65839745e-01  2.83090053e-01 
 2.65840746e-01  1.11322311e-05  2.65840746e-01  7.32173293e-06  2.65840746e-01  2.83098004e-01 
 2.65835752e-01  1.11322305e-05  2.65835752e-01  7.49497470e-06  2.65835752e-01  2.83108093e-01 
 2.65833748e-01  1.11322301e-05  2.65833748e-01  7.56373439e-06  2.65833748e-01  2.83117190e-01 
 2.65825453e-01  1.11322296e-05  2.65825453e-01  7.84379727e-06  2.65825453e-01  2.83129232e-01 
 2.65829116e-01  1.11322291e-05  2.65829116e-01  7.72102329e-06  2.65829116e-01  2.83136348e-01 
 2.65826492e-01  1.11322286e-05  2.65826492e-01  7.80911689e-06  2.65826492e-01  2.83145854e-01 
 2.65827005e-01  1.11322282e-05  2.65827005e-01  7.79194856e-06  2.65827005e-01  2.83154143e-01 
 2.65821200e-01  1.11322277e-05  2.65821200e-01  7.98450220e-06  2.65821200e-01  2.83165040e-01 
 2.65823330e-01  1.11322273e-05  2.65823330e-01  7.91427815e-06  2.65823330e-01  2.83172702e-01 
 2.65819080e-01  1.11322269e-05  2.65819080e-01  8.05393937e-06  2.65819080e-01  2.83183127e-01 
 2.65818024e-01  1.11322263e-05  2.65818024e-01  8.08831545e-06  2.65818024e-01  2.83192207e-01 
 2.65810362e-01  1.11322259e-05  2.65810362e-01  8.33432528e-06  2.65810362e-01  2.83204311e-01 
 2.65813442e-01  1.11322254e-05  2.65813442e-01  8.23618276e-06  2.65813442e-01  2.83211607e-01 
 2.65809899e-01  1.11322249e-05  2.65809899e-01  8.34895468e-06  2.65809899e-01  2.83221989e-01 
 2.65809672e-01  1.11322245e-05  2.65809672e-01  8.35613449e-06  2.65809672e-01  2.83230835e-01 
 2.65802704e-01  1.11322239e-05  2.65802704e-01  8.57381072e-06  2.65802704e-01  2.83242999e-01 
 2.65804199e-01  1.11322234e-05  2.65804199e-01  8.52753883e-06  2.65804199e-01  2.83251081e-01 
 2.65798837e-01  1.11322229e-05  2.65798837e-01  8.69231909e-06  2.65798837e-01  2.83262653e-01 
 2.65796899e-01  1.11322224e-05  2.65796899e-01  8.75113031e-06  2.65796899e-01  2.83272551e-01 
 2.65787865e-01  1.11322218e-05  2.65787865e-01  9.01985763e-06  2.65787865e-01  2.83285527e-01 
 2.65791749e-01  1.11322213e-05  2.65791749e-01  8.90538762e-06  2.65791749e-01  2.83292509e-01 
 2.65788428e-01  1.11322208e-05  2.65788428e-01  9.00334641e-06  2.65788428e-01  2.83303308e-01 
 2.65788709e-01  1.11322205e-05  2.65788709e-01  8.99513057e-06  2.65788709e-01  2.83312187e-01 
 2.65781698e-01  1.11322197e-05  2.65781698e-01  9.19820488e-06  2.65781698e-01  2.83325129e-01 
 2.65783847e-01  1.11322194e-05  2.65783847e-01  9.13652496e-06  2.65783847e-01  2.83333030e-01 
 2.65778602e-01  1.11322187e-05  2.65778602e-01  9.28621016e-06  2.65778602e-01  2.83345176e-01 
 2.65777055e-01  1.11322182e-05  2.65777055e-01  9.32979868e-06  2.65777055e-01  2.83355252e-01 
 2.65767773e-01  1.11322175e-05  2.65767773e-01  9.58594164e-06  2.65767773e-01  2.83369904e-01 
 2.65771056e-01  1.11322172e-05  2.65771056e-01  9.49639950e-06  2.65771056e-01  2.83377256e-01 
 2.65766566e-01  1.11322165e-05  2.65766566e-01  9.61854611e-06  2.65766566e-01  2.83389261e-01 
 2.65765969e-01  1.11322161e-05  2.65765969e-01  9.63462666e-06  2.65765969e-01  2.83398958e-01 
 2.65757390e-01  1.11322154e-05  2.65757390e-01  9.86152151e-06  2.65757390e-01  2.83413596e-01 
 2.65758827e-01  1.11322149e-05  2.65758827e-01  9.82406089e-06  2.65758827e-01  2.83422144e-01 
 2.65752096e-01  1.11322142e-05  2.65752096e-01  9.99758187e-06  2.65752096e-01  2.83435851e-01 
 2.65749429e-01  1.11322136e-05  2.65749429e-01  1.00650271e-05  2.65749429e-01  2.83447073e-01 
