 net3            i(V_i_in)       net3            i(VI_out)       net3            v(Vin)         
 2.70098161e-01  1.02949501e-05  2.70098161e-01  2.30118681e-06  2.70098161e-01  2.85174867e-01 
 2.70091689e-01  1.02949508e-05  2.70091689e-01  2.59748828e-06  2.70091689e-01  2.85159125e-01 
 2.70092169e-01  1.02949514e-05  2.70092169e-01  2.57565815e-06  2.70092169e-01  2.85147854e-01 
 2.70089178e-01  1.02949521e-05  2.70089178e-01  2.71141976e-06  2.70089178e-01  2.85134523e-01 
 2.70093180e-01  1.02949524e-05  2.70093180e-01  2.52956516e-06  2.70093180e-01  2.85125284e-01 
 2.70085808e-01  1.02949532e-05  2.70085808e-01  2.86345128e-06  2.70085808e-01  2.85109575e-01 
 2.70085403e-01  1.02949536e-05  2.70085403e-01  2.88161088e-06  2.70085403e-01  2.85097900e-01 
 2.70081528e-01  1.02949543e-05  2.70081528e-01  3.05502653e-06  2.70081528e-01  2.85084422e-01 
 2.70084622e-01  1.02949547e-05  2.70084622e-01  2.91668135e-06  2.70084622e-01  2.85074681e-01 
 2.70078979e-01  1.02949554e-05  2.70078979e-01  3.16829139e-06  2.70078979e-01  2.85060450e-01 
 2.70080309e-01  1.02949560e-05  2.70080309e-01  3.10925783e-06  2.70080309e-01  2.85049765e-01 
 2.70078154e-01  1.02949565e-05  2.70078154e-01  3.20486432e-06  2.70078154e-01  2.85037433e-01 
 2.70083015e-01  1.02949568e-05  2.70083015e-01  2.98863944e-06  2.70083015e-01  2.85029870e-01 
 2.70074475e-01  1.02949575e-05  2.70074475e-01  3.36701798e-06  2.70074475e-01  2.85014792e-01 
 2.70072947e-01  1.02949581e-05  2.70072947e-01  3.43401710e-06  2.70072947e-01  2.85002887e-01 
 2.70067937e-01  1.02949587e-05  2.70067937e-01  3.65213387e-06  2.70067937e-01  2.84989644e-01 
 2.70069911e-01  1.02949592e-05  2.70069911e-01  3.56645483e-06  2.70069911e-01  2.84979338e-01 
 2.70063135e-01  1.02949597e-05  2.70063135e-01  3.85892552e-06  2.70063135e-01  2.84965608e-01 
 2.70063333e-01  1.02949602e-05  2.70063333e-01  3.85044312e-06  2.70063333e-01  2.84954617e-01 
 2.70060049e-01  1.02949608e-05  2.70060049e-01  3.99070677e-06  2.70060049e-01  2.84942426e-01 
 2.70063777e-01  1.02949612e-05  2.70063777e-01  3.83138421e-06  2.70063777e-01  2.84932617e-01 
 2.70056097e-01  1.02949619e-05  2.70056097e-01  4.15809495e-06  2.70056097e-01  2.84919110e-01 
 2.70055405e-01  1.02949624e-05  2.70055405e-01  4.18728405e-06  2.70055405e-01  2.84907959e-01 
 2.70051229e-01  1.02949631e-05  2.70051229e-01  4.36229485e-06  2.70051229e-01  2.84895828e-01 
 2.70054043e-01  1.02949635e-05  2.70054043e-01  4.24454489e-06  2.70054043e-01  2.84885810e-01 
 2.70048092e-01  1.02949640e-05  2.70048092e-01  4.49261156e-06  2.70048092e-01  2.84873337e-01 
 2.70049135e-01  1.02949645e-05  2.70049135e-01  4.44940349e-06  2.70049135e-01  2.84862801e-01 
 2.70046680e-01  1.02949650e-05  2.70046680e-01  4.55097323e-06  2.70046680e-01  2.84851424e-01 
 2.70051263e-01  1.02949656e-05  2.70051263e-01  4.36088892e-06  2.70051263e-01  2.84841855e-01 
 2.70043063e-01  1.02949660e-05  2.70043063e-01  4.69958809e-06  2.70043063e-01  2.84829323e-01 
 2.70041895e-01  1.02949666e-05  2.70041895e-01  4.74733760e-06  2.70041895e-01  2.84818366e-01 
 2.70037223e-01  1.02949670e-05  2.70037223e-01  4.93684677e-06  2.70037223e-01  2.84806823e-01 
 2.70039577e-01  1.02949675e-05  2.70039577e-01  4.84163646e-06  2.70039577e-01  2.84796654e-01 
 2.70033122e-01  1.02949682e-05  2.70033122e-01  5.10144308e-06  2.70033122e-01  2.84784978e-01 
 2.70033691e-01  1.02949686e-05  2.70033691e-01  5.07870998e-06  2.70033691e-01  2.84774499e-01 
 2.70030748e-01  1.02949692e-05  2.70030748e-01  5.19597167e-06  2.70030748e-01  2.84763562e-01 
 2.70034884e-01  1.02949696e-05  2.70034884e-01  5.03093649e-06  2.70034884e-01  2.84753487e-01 
 2.70027500e-01  1.02949701e-05  2.70027500e-01  5.32437729e-06  2.70027500e-01  2.84742157e-01 
 2.70027174e-01  1.02949705e-05  2.70027174e-01  5.33721309e-06  2.70027174e-01  2.84731660e-01 
 2.70023322e-01  1.02949711e-05  2.70023322e-01  5.48802138e-06  2.70023322e-01  2.84720914e-01 
 2.70026548e-01  1.02949715e-05  2.70026548e-01  5.36179244e-06  2.70026548e-01  2.84710766e-01 
 2.70020897e-01  1.02949721e-05  2.70020897e-01  5.58219289e-06  2.70020897e-01  2.84700031e-01 
 2.70022334e-01  1.02949725e-05  2.70022334e-01  5.52645912e-06  2.70022334e-01  2.84689729e-01 
 2.70020223e-01  1.02949729e-05  2.70020223e-01  5.60822067e-06  2.70020223e-01  2.84679316e-01 
 2.70025058e-01  1.02949740e-05  2.70025058e-01  5.42022370e-06  2.70025058e-01  2.84657309e-01 
 2.70016111e-01  1.02949744e-05  2.70016111e-01  5.76630003e-06  2.70016111e-01  2.84646957e-01 
 2.70014302e-01  1.02949750e-05  2.70014302e-01  5.83531576e-06  2.70014302e-01  2.84636693e-01 
 2.70008936e-01  1.02949754e-05  2.70008936e-01  6.03799343e-06  2.70008936e-01  2.84626578e-01 
 2.70010698e-01  1.02949759e-05  2.70010698e-01  5.97175197e-06  2.70010698e-01  2.84616417e-01 
 2.70003521e-01  1.02949763e-05  2.70003521e-01  6.23956926e-06  2.70003521e-01  2.84606540e-01 
 2.70003467e-01  1.02949768e-05  2.70003467e-01  6.24157284e-06  2.70003467e-01  2.84596454e-01 
 2.69999850e-01  1.02949772e-05  2.69999850e-01  6.37452798e-06  2.69999850e-01  2.84586621e-01 
 2.70003405e-01  1.02949777e-05  2.70003405e-01  6.24383570e-06  2.70003405e-01  2.84576254e-01 
 2.69995285e-01  1.02949781e-05  2.69995285e-01  6.54037785e-06  2.69995285e-01  2.84566913e-01 
 2.69994314e-01  1.02949786e-05  2.69994314e-01  6.57542548e-06  2.69994314e-01  2.84557047e-01 
 2.69989769e-01  1.02949791e-05  2.69989769e-01  6.73797716e-06  2.69989769e-01  2.84547611e-01 
 2.69992388e-01  1.02949795e-05  2.69992388e-01  6.64455704e-06  2.69992388e-01  2.84537476e-01 
 2.69986018e-01  1.02949800e-05  2.69986018e-01  6.87055152e-06  2.69986018e-01  2.84528402e-01 
 2.69986818e-01  1.02949804e-05  2.69986818e-01  6.84237153e-06  2.69986818e-01  2.84518471e-01 
 2.69984028e-01  1.02949808e-05  2.69984028e-01  6.94024961e-06  2.69984028e-01  2.84509088e-01 
 2.69988458e-01  1.02949813e-05  2.69988458e-01  6.78445237e-06  2.69988458e-01  2.84498764e-01 
 2.69979766e-01  1.02949818e-05  2.69979766e-01  7.08824869e-06  2.69979766e-01  2.84490478e-01 
 2.69978288e-01  1.02949821e-05  2.69978288e-01  7.13911033e-06  2.69978288e-01  2.84481015e-01 
 2.69973204e-01  1.02949826e-05  2.69973204e-01  7.31235630e-06  2.69973204e-01  2.84472309e-01 
 2.69975346e-01  1.02949831e-05  2.69975346e-01  7.23967844e-06  2.69975346e-01  2.84462296e-01 
 2.69968417e-01  1.02949834e-05  2.69968417e-01  7.47300264e-06  2.69968417e-01  2.84454123e-01 
 2.69968719e-01  1.02949838e-05  2.69968719e-01  7.46291282e-06  2.69968719e-01  2.84444487e-01 
 2.69965399e-01  1.02949842e-05  2.69965399e-01  7.57302556e-06  2.69965399e-01  2.84435714e-01 
 2.69969379e-01  1.02949847e-05  2.69969379e-01  7.44088887e-06  2.69969379e-01  2.84425158e-01 
 2.69961473e-01  1.02949850e-05  2.69961473e-01  7.70176748e-06  2.69961473e-01  2.84417641e-01 
 2.69960845e-01  1.02949854e-05  2.69960845e-01  7.72221173e-06  2.69960845e-01  2.84408344e-01 
 2.69956571e-01  1.02949859e-05  2.69956571e-01  7.86021597e-06  2.69956571e-01  2.84400087e-01 
 2.69959610e-01  1.02949863e-05  2.69959610e-01  7.76227648e-06  2.69959610e-01  2.84389867e-01 
 2.69953469e-01  1.02949866e-05  2.69953469e-01  7.95919895e-06  2.69953469e-01  2.84382272e-01 
 2.69954656e-01  1.02949871e-05  2.69954656e-01  7.92143714e-06  2.69954656e-01  2.84372559e-01 
 2.69952171e-01  1.02949876e-05  2.69952171e-01  8.00029445e-06  2.69952171e-01  2.84364012e-01 
 2.69957059e-01  1.02949879e-05  2.69957059e-01  7.84455946e-06  2.69957059e-01  2.84354558e-01 
 2.69947835e-01  1.02949882e-05  2.69947835e-01  8.13634436e-06  2.69947835e-01  2.84348358e-01 
 2.69945997e-01  1.02949887e-05  2.69945997e-01  8.19342504e-06  2.69945997e-01  2.84339719e-01 
 2.69940461e-01  1.02949889e-05  2.69940461e-01  8.36318068e-06  2.69940461e-01  2.84332460e-01 
 2.69942329e-01  1.02949895e-05  2.69942329e-01  8.30626375e-06  2.69942329e-01  2.84322667e-01 
 2.69934894e-01  1.02949897e-05  2.69934894e-01  8.53061989e-06  2.69934894e-01  2.84316256e-01 
 2.69934872e-01  1.02949902e-05  2.69934872e-01  8.53128089e-06  2.69934872e-01  2.84307165e-01 
 2.69931132e-01  1.02949905e-05  2.69931132e-01  8.64192930e-06  2.69931132e-01  2.84299548e-01 
 2.69934879e-01  1.02949911e-05  2.69934879e-01  8.53107783e-06  2.69934879e-01  2.84288933e-01 
 2.69926428e-01  1.02949913e-05  2.69926428e-01  8.77901486e-06  2.69926428e-01  2.84283337e-01 
 2.69925441e-01  1.02949917e-05  2.69925441e-01  8.80746744e-06  2.69925441e-01  2.84274768e-01 
 2.69920710e-01  1.02949920e-05  2.69920710e-01  8.94251412e-06  2.69920710e-01  2.84267835e-01 
 2.69923483e-01  1.02949924e-05  2.69923483e-01  8.86363188e-06  2.69923483e-01  2.84257776e-01 
 2.69916826e-01  1.02949927e-05  2.69916826e-01  9.05158404e-06  2.69916826e-01  2.84251811e-01 
 2.69917694e-01  1.02949931e-05  2.69917694e-01  9.02733186e-06  2.69917694e-01  2.84242569e-01 
 2.69914787e-01  1.02949934e-05  2.69914787e-01  9.10820884e-06  2.69914787e-01  2.84235079e-01 
 2.69919471e-01  1.02949940e-05  2.69919471e-01  8.97747974e-06  2.69919471e-01  2.84224217e-01 
 2.69910343e-01  1.02949942e-05  2.69910343e-01  9.23012544e-06  2.69910343e-01  2.84219793e-01 
 2.69908808e-01  1.02949946e-05  2.69908808e-01  9.27176196e-06  2.69908808e-01  2.84211776e-01 
 2.69903460e-01  1.02949948e-05  2.69903460e-01  9.41486927e-06  2.69903460e-01  2.84205707e-01 
 2.69905745e-01  1.02949953e-05  2.69905745e-01  9.35410959e-06  2.69905745e-01  2.84195933e-01 
 2.69898432e-01  1.02949956e-05  2.69898432e-01  9.54671168e-06  2.69898432e-01  2.84190999e-01 
 2.69898769e-01  1.02949958e-05  2.69898769e-01  9.53792502e-06  2.69898769e-01  2.84182211e-01 
 2.69895265e-01  1.02949962e-05  2.69895265e-01  9.62836139e-06  2.69895265e-01  2.84175476e-01 
 2.69899507e-01  1.02949966e-05  2.69899507e-01  9.51872920e-06  2.69899507e-01  2.84164552e-01 
 2.69891124e-01  1.02949969e-05  2.69891124e-01  9.73356336e-06  2.69891124e-01  2.84160577e-01 
 2.69890469e-01  1.02949973e-05  2.69890469e-01  9.75004451e-06  2.69890469e-01  2.84152430e-01 
 2.69885928e-01  1.02949976e-05  2.69885928e-01  9.86304536e-06  2.69885928e-01  2.84146510e-01 
 2.69889178e-01  1.02949981e-05  2.69889178e-01  9.78239731e-06  2.69889178e-01  2.84136241e-01 
 2.69882634e-01  1.02949982e-05  2.69882634e-01  9.94367377e-06  2.69882634e-01  2.84131591e-01 
 2.69883911e-01  1.02949987e-05  2.69883911e-01  9.91254974e-06  2.69883911e-01  2.84122434e-01 
 2.69881262e-01  1.02949990e-05  2.69881262e-01  9.97692518e-06  2.69881262e-01  2.84115635e-01 
