 net3            i(V_i_in)       net3            i(VI_out)       net3            v(Vin)         
 2.68847723e-01  1.06404273e-05  2.68847723e-01  3.86197592e-06  2.68847723e-01  2.84623096e-01 
 2.68846183e-01  1.06404274e-05  2.68846183e-01  3.92869519e-06  2.68846183e-01  2.84621976e-01 
 2.68844093e-01  1.06404275e-05  2.68844093e-01  4.01890573e-06  2.68844093e-01  2.84620758e-01 
 2.68842422e-01  1.06404276e-05  2.68842422e-01  4.09076468e-06  2.68842422e-01  2.84619726e-01 
 2.68840532e-01  1.06404275e-05  2.68840532e-01  4.17165439e-06  2.68840532e-01  2.84618675e-01 
 2.68839026e-01  1.06404276e-05  2.68839026e-01  4.23589655e-06  2.68839026e-01  2.84617451e-01 
 2.68836836e-01  1.06404277e-05  2.68836836e-01  4.32891590e-06  2.68836836e-01  2.84616453e-01 
 2.68835007e-01  1.06404278e-05  2.68835007e-01  4.40622974e-06  2.68835007e-01  2.84615608e-01 
 2.68833008e-01  1.06404279e-05  2.68833008e-01  4.49041595e-06  2.68833008e-01  2.84614769e-01 
 2.68831304e-01  1.06404279e-05  2.68831304e-01  4.56182810e-06  2.68831304e-01  2.84614043e-01 
 2.68829238e-01  1.06404279e-05  2.68829238e-01  4.64802765e-06  2.68829238e-01  2.84613309e-01 
 2.68827442e-01  1.06404278e-05  2.68827442e-01  4.72261565e-06  2.68827442e-01  2.84612692e-01 
 2.68825506e-01  1.06404279e-05  2.68825506e-01  4.80269365e-06  2.68825506e-01  2.84612093e-01 
 2.68823808e-01  1.06404279e-05  2.68823808e-01  4.87264655e-06  2.68823808e-01  2.84611559e-01 
 2.68821735e-01  1.06404279e-05  2.68821735e-01  4.95758416e-06  2.68821735e-01  2.84611057e-01 
 2.68819862e-01  1.06404280e-05  2.68819862e-01  5.03398578e-06  2.68819862e-01  2.84610652e-01 
 2.68817892e-01  1.06404281e-05  2.68817892e-01  5.11402059e-06  2.68817892e-01  2.84610275e-01 
 2.68816055e-01  1.06404280e-05  2.68816055e-01  5.18823870e-06  2.68816055e-01  2.84609968e-01 
 2.68814047e-01  1.06404280e-05  2.68814047e-01  5.26901736e-06  2.68814047e-01  2.84609702e-01 
 2.68812146e-01  1.06404280e-05  2.68812146e-01  5.34512247e-06  2.68812146e-01  2.84609515e-01 
 2.68810178e-01  1.06404281e-05  2.68810178e-01  5.42353436e-06  2.68810178e-01  2.84609363e-01 
 2.68808337e-01  1.06404279e-05  2.68808337e-01  5.49652708e-06  2.68808337e-01  2.84613493e-01 
 2.68806314e-01  1.06404278e-05  2.68806314e-01  5.57632998e-06  2.68806314e-01  2.84613449e-01 
 2.68804339e-01  1.06404279e-05  2.68804339e-01  5.65387829e-06  2.68804339e-01  2.84613480e-01 
 2.68802353e-01  1.06404278e-05  2.68802353e-01  5.73142485e-06  2.68802353e-01  2.84613547e-01 
 2.68800345e-01  1.06404279e-05  2.68800345e-01  5.80942677e-06  2.68800345e-01  2.84613678e-01 
 2.68798381e-01  1.06404279e-05  2.68798381e-01  5.88535382e-06  2.68798381e-01  2.84613855e-01 
 2.68796366e-01  1.06404279e-05  2.68796366e-01  5.96283850e-06  2.68796366e-01  2.84614108e-01 
 2.68794373e-01  1.06404278e-05  2.68794373e-01  6.03901874e-06  2.68794373e-01  2.84614397e-01 
 2.68792290e-01  1.06404278e-05  2.68792290e-01  6.11825954e-06  2.68792290e-01  2.84614722e-01 
 2.68790376e-01  1.06404277e-05  2.68790376e-01  6.19067396e-06  2.68790376e-01  2.84615112e-01 
 2.68788329e-01  1.06404277e-05  2.68788329e-01  6.26767681e-06  2.68788329e-01  2.84615586e-01 
 2.68786354e-01  1.06404277e-05  2.68786354e-01  6.34158280e-06  2.68786354e-01  2.84616090e-01 
 2.68784177e-01  1.06404276e-05  2.68784177e-01  6.42260976e-06  2.68784177e-01  2.84616679e-01 
 2.68782256e-01  1.06404277e-05  2.68782256e-01  6.49367529e-06  2.68782256e-01  2.84617283e-01 
 2.68780101e-01  1.06404276e-05  2.68780101e-01  6.57295622e-06  2.68780101e-01  2.84617993e-01 
 2.68778052e-01  1.06404275e-05  2.68778052e-01  6.64787316e-06  2.68778052e-01  2.84618724e-01 
 2.68775715e-01  1.06404275e-05  2.68775715e-01  6.73281545e-06  2.68775715e-01  2.84619235e-01 
 2.68773910e-01  1.06404275e-05  2.68773910e-01  6.79801619e-06  2.68773910e-01  2.84620029e-01 
 2.68771791e-01  1.06404274e-05  2.68771791e-01  6.87414495e-06  2.68771791e-01  2.84620951e-01 
 2.68769839e-01  1.06404275e-05  2.68769839e-01  6.94389550e-06  2.68769839e-01  2.84621878e-01 
 2.68767499e-01  1.06404273e-05  2.68767499e-01  7.02694574e-06  2.68767499e-01  2.84622945e-01 
 2.68765653e-01  1.06404274e-05  2.68765653e-01  7.09208443e-06  2.68765653e-01  2.84623952e-01 
 2.68763386e-01  1.06404273e-05  2.68763386e-01  7.17155446e-06  2.68763386e-01  2.84625126e-01 
 2.68761322e-01  1.06404273e-05  2.68761322e-01  7.24344940e-06  2.68761322e-01  2.84626290e-01 
 2.68758789e-01  1.06404272e-05  2.68758789e-01  7.33107953e-06  2.68758789e-01  2.84627596e-01 
 2.68757032e-01  1.06404271e-05  2.68757032e-01  7.39146460e-06  2.68757032e-01  2.84628782e-01 
 2.68754759e-01  1.06404270e-05  2.68754759e-01  7.46911728e-06  2.68754759e-01  2.84630178e-01 
 2.68752745e-01  1.06404270e-05  2.68752745e-01  7.53747346e-06  2.68752745e-01  2.84631539e-01 
 2.68750134e-01  1.06404269e-05  2.68750134e-01  7.62543799e-06  2.68750134e-01  2.84633137e-01 
 2.68748265e-01  1.06404268e-05  2.68748265e-01  7.68796630e-06  2.68748265e-01  2.84634558e-01 
 2.68745761e-01  1.06404268e-05  2.68745761e-01  7.77118754e-06  2.68745761e-01  2.84636251e-01 
 2.68743557e-01  1.06404267e-05  2.68743557e-01  7.84388468e-06  2.68743557e-01  2.84637886e-01 
 2.68740717e-01  1.06404264e-05  2.68740717e-01  7.93681449e-06  2.68740717e-01  2.84641849e-01 
 2.68739154e-01  1.06404264e-05  2.68739154e-01  7.98757589e-06  2.68739154e-01  2.84643367e-01 
 2.68736861e-01  1.06404264e-05  2.68736861e-01  8.06163116e-06  2.68736861e-01  2.84645208e-01 
 2.68734942e-01  1.06404262e-05  2.68734942e-01  8.12312176e-06  2.68734942e-01  2.84646947e-01 
 2.68732215e-01  1.06404261e-05  2.68732215e-01  8.20991679e-06  2.68732215e-01  2.84649051e-01 
 2.68730512e-01  1.06404260e-05  2.68730512e-01  8.26367566e-06  2.68730512e-01  2.84650807e-01 
 2.68727963e-01  1.06404260e-05  2.68727963e-01  8.34365440e-06  2.68727963e-01  2.84652965e-01 
 2.68725830e-01  1.06404259e-05  2.68725830e-01  8.41001248e-06  2.68725830e-01  2.84654994e-01 
 2.68722786e-01  1.06404258e-05  2.68722786e-01  8.50386884e-06  2.68722786e-01  2.84657417e-01 
 2.68721239e-01  1.06404256e-05  2.68721239e-01  8.55118479e-06  2.68721239e-01  2.84659299e-01 
 2.68718730e-01  1.06404255e-05  2.68718730e-01  8.62743746e-06  2.68718730e-01  2.84661661e-01 
 2.68716705e-01  1.06404255e-05  2.68716705e-01  8.68850468e-06  2.68716705e-01  2.84663850e-01 
 2.68713623e-01  1.06404253e-05  2.68713623e-01  8.78053500e-06  2.68713623e-01  2.84666574e-01 
 2.68711860e-01  1.06404252e-05  2.68711860e-01  8.83274985e-06  2.68711860e-01  2.84668744e-01 
 2.68708995e-01  1.06404251e-05  2.68708995e-01  8.91690636e-06  2.68708995e-01  2.84671497e-01 
 2.68706663e-01  1.06404250e-05  2.68706663e-01  8.98476958e-06  2.68706663e-01  2.84674040e-01 
 2.68703141e-01  1.06404248e-05  2.68703141e-01  9.08614993e-06  2.68703141e-01  2.84676881e-01 
 2.68701779e-01  1.06404247e-05  2.68701779e-01  9.12499200e-06  2.68701779e-01  2.84679049e-01 
 2.68699187e-01  1.06404245e-05  2.68699187e-01  9.19837439e-06  2.68699187e-01  2.84681893e-01 
 2.68697218e-01  1.06404244e-05  2.68697218e-01  9.25368971e-06  2.68697218e-01  2.84684460e-01 
 2.68693923e-01  1.06404244e-05  2.68693923e-01  9.34527685e-06  2.68693923e-01  2.84687776e-01 
 2.68692290e-01  1.06404242e-05  2.68692290e-01  9.39021303e-06  2.68692290e-01  2.84690262e-01 
 2.68689284e-01  1.06404241e-05  2.68689284e-01  9.47226464e-06  2.68689284e-01  2.84693553e-01 
 2.68686950e-01  1.06404239e-05  2.68686950e-01  9.53528501e-06  2.68686950e-01  2.84696520e-01 
 2.68683153e-01  1.06404236e-05  2.68683153e-01  9.63655968e-06  2.68683153e-01  2.84700306e-01 
 2.68681741e-01  1.06404235e-05  2.68681741e-01  9.67384428e-06  2.68681741e-01  2.84702861e-01 
 2.68678800e-01  1.06404234e-05  2.68678800e-01  9.75081433e-06  2.68678800e-01  2.84706345e-01 
 2.68676620e-01  1.06404232e-05  2.68676620e-01  9.80727781e-06  2.68676620e-01  2.84709434e-01 
 2.68672791e-01  1.06404230e-05  2.68672791e-01  9.90522219e-06  2.68672791e-01  2.84713551e-01 
 2.68671012e-01  1.06404229e-05  2.68671012e-01  9.95020711e-06  2.68671012e-01  2.84716508e-01 
 2.68667518e-01  1.06404227e-05  2.68667518e-01  1.00375927e-05  2.68667518e-01  2.84720561e-01 
 2.68664851e-01  1.06404226e-05  2.68664851e-01  1.01034311e-05  2.68664851e-01  2.84724163e-01 
