 net3            i(V_i_in)       net3            i(VI_out)       net3            v(Vin)         
 2.62020862e-01  1.04652842e-05  2.62020862e-01  1.56645540e-06  2.62020862e-01  2.77713423e-01 
 2.62019486e-01  1.04652840e-05  2.62019486e-01  1.62923081e-06  2.62019486e-01  2.77721868e-01 
 2.62012607e-01  1.04652838e-05  2.62012607e-01  1.94061684e-06  2.62012607e-01  2.77725881e-01 
 2.62016221e-01  1.04652832e-05  2.62016221e-01  1.77748717e-06  2.62016221e-01  2.77736567e-01 
 2.62014318e-01  1.04652829e-05  2.62014318e-01  1.86356157e-06  2.62014318e-01  2.77744931e-01 
 2.62015162e-01  1.04652824e-05  2.62015162e-01  1.82544345e-06  2.62015162e-01  2.77754418e-01 
 2.62010494e-01  1.04652821e-05  2.62010494e-01  2.03546140e-06  2.62010494e-01  2.77761855e-01 
 2.62012739e-01  1.04652815e-05  2.62012739e-01  1.93464389e-06  2.62012739e-01  2.77771861e-01 
 2.62009448e-01  1.04652812e-05  2.62009448e-01  2.08223634e-06  2.62009448e-01  2.77779967e-01 
 2.62008930e-01  1.04652808e-05  2.62008930e-01  2.10539297e-06  2.62008930e-01  2.77789065e-01 
 2.62002711e-01  1.04652805e-05  2.62002711e-01  2.38142630e-06  2.62002711e-01  2.77796476e-01 
 2.62005751e-01  1.04652800e-05  2.62005751e-01  2.24692334e-06  2.62005751e-01  2.77806708e-01 
 2.62003106e-01  1.04652795e-05  2.62003106e-01  2.36395513e-06  2.62003106e-01  2.77815305e-01 
 2.62003305e-01  1.04652791e-05  2.62003305e-01  2.35519683e-06  2.62003305e-01  2.77824724e-01 
 2.61997762e-01  1.04652788e-05  2.61997762e-01  2.59868847e-06  2.61997762e-01  2.77832738e-01 
 2.61999425e-01  1.04652782e-05  2.61999425e-01  2.52591630e-06  2.61999425e-01  2.77842566e-01 
 2.61995286e-01  1.04652779e-05  2.61995286e-01  2.70660059e-06  2.61995286e-01  2.77851125e-01 
 2.61994048e-01  1.04652775e-05  2.61994048e-01  2.76034526e-06  2.61994048e-01  2.77860391e-01 
 2.61986790e-01  1.04652770e-05  2.61986790e-01  3.07272716e-06  2.61986790e-01  2.77869038e-01 
 2.61990433e-01  1.04652765e-05  2.61990433e-01  2.91651722e-06  2.61990433e-01  2.77879316e-01 
 2.61988057e-01  1.04652761e-05  2.61988057e-01  3.01854298e-06  2.61988057e-01  2.77888530e-01 
 2.61988685e-01  1.04652757e-05  2.61988685e-01  2.99164212e-06  2.61988685e-01  2.77898256e-01 
 2.61983268e-01  1.04652753e-05  2.61983268e-01  3.22267588e-06  2.61983268e-01  2.77907174e-01 
 2.61985436e-01  1.04652747e-05  2.61985436e-01  3.13049149e-06  2.61985436e-01  2.77917130e-01 
 2.61981514e-01  1.04652744e-05  2.61981514e-01  3.29689667e-06  2.61981514e-01  2.77926424e-01 
 2.61980641e-01  1.04652739e-05  2.61980641e-01  3.33376297e-06  2.61980641e-01  2.77936106e-01 
 2.61973453e-01  1.04652735e-05  2.61973453e-01  3.63454738e-06  2.61973453e-01  2.77945339e-01 
 2.61976515e-01  1.04652731e-05  2.61976515e-01  3.50700680e-06  2.61976515e-01  2.77955402e-01 
 2.61973273e-01  1.04652725e-05  2.61973273e-01  3.64202085e-06  2.61973273e-01  2.77965070e-01 
 2.61973187e-01  1.04652721e-05  2.61973187e-01  3.64562215e-06  2.61973187e-01  2.77974955e-01 
 2.61966693e-01  1.04652716e-05  2.61966693e-01  3.91314779e-06  2.61966693e-01  2.77984672e-01 
 2.61968239e-01  1.04652712e-05  2.61968239e-01  3.84981495e-06  2.61968239e-01  2.77994677e-01 
 2.61963287e-01  1.04652708e-05  2.61963287e-01  4.05194143e-06  2.61963287e-01  2.78004654e-01 
 2.61961578e-01  1.04652703e-05  2.61961578e-01  4.12119000e-06  2.61961578e-01  2.78014732e-01 
 2.61953175e-01  1.04652697e-05  2.61953175e-01  4.45764100e-06  2.61953175e-01  2.78028336e-01 
 2.61957904e-01  1.04652691e-05  2.61957904e-01  4.26908895e-06  2.61957904e-01  2.78038401e-01 
 2.61955852e-01  1.04652686e-05  2.61955852e-01  4.35112830e-06  2.61955852e-01  2.78048629e-01 
 2.61957172e-01  1.04652682e-05  2.61957172e-01  4.29842748e-06  2.61957172e-01  2.78058725e-01 
 2.61951734e-01  1.04652678e-05  2.61951734e-01  4.51468228e-06  2.61951734e-01  2.78069276e-01 
 2.61954769e-01  1.04652673e-05  2.61954769e-01  4.39431355e-06  2.61954769e-01  2.78079239e-01 
 2.61951021e-01  1.04652667e-05  2.61951021e-01  4.54281793e-06  2.61951021e-01  2.78089821e-01 
 2.61950668e-01  1.04652662e-05  2.61950668e-01  4.55669450e-06  2.61950668e-01  2.78100125e-01 
 2.61943340e-01  1.04652658e-05  2.61943340e-01  4.84298628e-06  2.61943340e-01  2.78111357e-01 
 2.61947347e-01  1.04652652e-05  2.61947347e-01  4.68706468e-06  2.61947347e-01  2.78121167e-01 
 2.61944393e-01  1.04652647e-05  2.61944393e-01  4.80212713e-06  2.61944393e-01  2.78131921e-01 
 2.61944918e-01  1.04652644e-05  2.61944918e-01  4.78176962e-06  2.61944918e-01  2.78142195e-01 
 2.61938416e-01  1.04652637e-05  2.61938416e-01  5.03240796e-06  2.61938416e-01  2.78153676e-01 
 2.61940735e-01  1.04652634e-05  2.61940735e-01  4.94349464e-06  2.61940735e-01  2.78163685e-01 
 2.61935953e-01  1.04652627e-05  2.61935953e-01  5.12633017e-06  2.61935953e-01  2.78175059e-01 
 2.61934722e-01  1.04652623e-05  2.61934722e-01  5.17304337e-06  2.61934722e-01  2.78185819e-01 
 2.61926115e-01  1.04652616e-05  2.61926115e-01  5.49552459e-06  2.61926115e-01  2.78198665e-01 
 2.61930869e-01  1.04652612e-05  2.61930869e-01  5.31830880e-06  2.61930869e-01  2.78208223e-01 
 2.61928244e-01  1.04652607e-05  2.61928244e-01  5.41642047e-06  2.61928244e-01  2.78219427e-01 
 2.61929297e-01  1.04652602e-05  2.61929297e-01  5.37716709e-06  2.61929297e-01  2.78229776e-01 
 2.61922951e-01  1.04652597e-05  2.61922951e-01  5.61229425e-06  2.61922951e-01  2.78242059e-01 
 2.61925890e-01  1.04652591e-05  2.61925890e-01  5.50386431e-06  2.61925890e-01  2.78251928e-01 
 2.61921377e-01  1.04652586e-05  2.61921377e-01  5.67002552e-06  2.61921377e-01  2.78263901e-01 
 2.61920594e-01  1.04652582e-05  2.61920594e-01  5.69865150e-06  2.61920594e-01  2.78274870e-01 
 2.61912079e-01  1.04652575e-05  2.61912079e-01  6.00599006e-06  2.61912079e-01  2.78288269e-01 
 2.61916120e-01  1.04652570e-05  2.61916120e-01  5.86098814e-06  2.61916120e-01  2.78297830e-01 
 2.61912437e-01  1.04652564e-05  2.61912437e-01  5.99316765e-06  2.61912437e-01  2.78309845e-01 
 2.61912619e-01  1.04652560e-05  2.61912619e-01  5.98668821e-06  2.61912619e-01  2.78320642e-01 
 2.61904948e-01  1.04652554e-05  2.61904948e-01  6.25784579e-06  2.61904948e-01  2.78334169e-01 
 2.61907135e-01  1.04652548e-05  2.61907135e-01  6.18112801e-06  2.61907135e-01  2.78344341e-01 
 2.61901352e-01  1.04652543e-05  2.61901352e-01  6.38296175e-06  2.61901352e-01  2.78357420e-01 
 2.61899546e-01  1.04652537e-05  2.61899546e-01  6.44527882e-06  2.61899546e-01  2.78369132e-01 
 2.61889428e-01  1.04652532e-05  2.61889428e-01  6.78854729e-06  2.61889428e-01  2.78381811e-01 
 2.61895169e-01  1.04652527e-05  2.61895169e-01  6.59503620e-06  2.61895169e-01  2.78390755e-01 
 2.61892553e-01  1.04652522e-05  2.61892553e-01  6.68363031e-06  2.61892553e-01  2.78402912e-01 
 2.61894091e-01  1.04652516e-05  2.61894091e-01  6.63160547e-06  2.61894091e-01  2.78413415e-01 
 2.61887279e-01  1.04652510e-05  2.61887279e-01  6.86011310e-06  2.61887279e-01  2.78427443e-01 
 2.61890948e-01  1.04652505e-05  2.61890948e-01  6.73762080e-06  2.61890948e-01  2.78437044e-01 
 2.61886213e-01  1.04652499e-05  2.61886213e-01  6.89544683e-06  2.61886213e-01  2.78450354e-01 
 2.61885686e-01  1.04652494e-05  2.61885686e-01  6.91290510e-06  2.61885686e-01  2.78461847e-01 
 2.61876456e-01  1.04652487e-05  2.61876456e-01  7.21361163e-06  2.61876456e-01  2.78477457e-01 
 2.61881368e-01  1.04652481e-05  2.61881368e-01  7.05462596e-06  2.61881368e-01  2.78486483e-01 
 2.61877585e-01  1.04652476e-05  2.61877585e-01  7.17728681e-06  2.61877585e-01  2.78499632e-01 
 2.61878148e-01  1.04652471e-05  2.61878148e-01  7.15914766e-06  2.61878148e-01  2.78510713e-01 
 2.61869891e-01  1.04652464e-05  2.61869891e-01  7.42230827e-06  2.61869891e-01  2.78526230e-01 
 2.61872711e-01  1.04652458e-05  2.61872711e-01  7.33316920e-06  2.61872711e-01  2.78536238e-01 
 2.61866587e-01  1.04652453e-05  2.61866587e-01  7.52570798e-06  2.61866587e-01  2.78550882e-01 
 2.61864931e-01  1.04652446e-05  2.61864931e-01  7.57711817e-06  2.61864931e-01  2.78563285e-01 
 2.61853879e-01  1.04652439e-05  2.61853879e-01  7.91317366e-06  2.61853879e-01  2.78581207e-01 
 2.61859834e-01  1.04652435e-05  2.61859834e-01  7.73361163e-06  2.61859834e-01  2.78589680e-01 
 2.61856389e-01  1.04652429e-05  2.61856389e-01  7.83792902e-06  2.61856389e-01  2.78603197e-01 
 2.61857628e-01  1.04652422e-05  2.61857628e-01  7.80051807e-06  2.61857628e-01  2.78614160e-01 
 2.61849402e-01  1.04652415e-05  2.61849402e-01  8.04579070e-06  2.61849402e-01  2.78630504e-01 
 2.61853070e-01  1.04652411e-05  2.61853070e-01  7.93729217e-06  2.61853070e-01  2.78640123e-01 
 2.61847165e-01  1.04652403e-05  2.61847165e-01  8.11132937e-06  2.61847165e-01  2.78655330e-01 
 2.61846049e-01  1.04652398e-05  2.61846049e-01  8.14383002e-06  2.61846049e-01  2.78667801e-01 
 2.61834901e-01  1.04652389e-05  2.61834901e-01  8.46169285e-06  2.61834901e-01  2.78686342e-01 
 2.61840047e-01  1.04652385e-05  2.61840047e-01  8.31649968e-06  2.61840047e-01  2.78695162e-01 
 2.61835146e-01  1.04652378e-05  2.61835146e-01  8.45483483e-06  2.61835146e-01  2.78710072e-01 
 2.61835272e-01  1.04652372e-05  2.61835272e-01  8.45130996e-06  2.61835272e-01  2.78721948e-01 
 2.61825104e-01  1.04652364e-05  2.61825104e-01  8.73084903e-06  2.61825104e-01  2.78740290e-01 
 2.61827867e-01  1.04652359e-05  2.61827867e-01  8.65589021e-06  2.61827867e-01  2.78750610e-01 
 2.61820119e-01  1.04652351e-05  2.61820119e-01  8.86413514e-06  2.61820119e-01  2.78767644e-01 
 2.61817606e-01  1.04652344e-05  2.61817606e-01  8.93041203e-06  2.61817606e-01  2.78781430e-01 
